,Generation,bbiomass,Tbbray,PTBbray,TFbray,PTFbray,sbcore,pbcore,snbcore,pnbcore,sfcore,pfcore,snfcore,pnfcore
97,3,-0.190187464,0.498246029,0.811371996,0.568703816,0.771890593,0.419533472,0.578337419,0.503102212,0.428187243,0.407733888,0.828510043,0.798189054,0.78933599
98,3,-0.194302697,0.51024876,0.816111664,0.718513567,0.716945759,0.484674453,0.60557549,0.363899995,0.429756932,0.55821635,0.798758281,0.843294839,0.48129445
99,3,-0.198401063,0.500405244,0.826987392,0.817204049,0.794689582,0.423393347,0.591331828,0.465466601,0.433804335,0.417606724,0.782923863,0.734885588,0.75606731
100,3,-0.214686842,0.508210907,0.700194604,0.821637577,0.682398613,0.479635552,0.549898908,0.409100122,0.508570789,0.399565257,0.847275061,0.891883764,0.679184026
101,3,-0.218002153,0.634834963,0.70875393,0.63325694,0.759794599,0.467033479,0.560773615,0.315583955,0.4781862,0.528447445,0.809305119,0.827170902,0.730714489
102,3,-0.222117384,0.512976095,0.709495478,0.69911164,0.717168979,0.30667423,0.589409985,0.410551181,0.478973193,0.343360828,0.772966426,0.857907063,0.698888286
103,3,-0.22621575,0.530394542,0.730264928,0.59899516,0.79683866,0.275917334,0.570299378,0.285571834,0.483309022,0.680431027,0.786991801,0.829929978,0.684590226
104,3,-0.226628742,0.608140476,0.723934781,0.807182741,0.75,0.374774164,0.591420816,0.333474742,0.448694457,0.721808985,0.832309384,0.722648027,0.510488775
105,3,-0.227057451,0.54687073,0.727125693,0.876416898,0.565287852,0.330935706,0.560643564,0.444076418,0.544838657,0.581567031,0.705138792,0.902943954,0.676786151
106,3,-0.240361417,0.577728089,0.718020034,0.875065936,0.744425454,0.370340894,0.586994291,0.401522927,0.519117763,0.662142575,0.756913801,0.822872487,0.629772514
107,3,-0.243977638,0.502625335,0.699968973,0.888997293,0.762645514,0.512522168,0.539550008,0.37050856,0.462724127,0.445005612,0.692609092,0.740809721,0.79974606
108,3,-0.248092871,0.547527006,0.702969567,0.905431937,0.718973938,0.508774794,0.564833968,0.437908658,0.461804827,0.373170629,0.766241135,0.910796257,0.752004969
109,3,-0.252191238,0.565174189,0.712919951,0.878522664,0.797130151,0.481076286,0.552848472,0.405497013,0.466374851,0.539487417,0.866599332,0.898077023,0.759392727
110,3,-0.254443431,0.477681982,0.725915375,0.88155998,0.764682974,0.219885875,0.574519815,0.477848101,0.497084796,0.684121701,0.810899909,0.773431054,0.750581066
111,3,-0.277122312,0.581166145,0.713939554,0.786707911,0.684457551,0.398762788,0.553611028,0.444892395,0.529019524,0.440888499,0.728383556,0.517800232,0.706429401
112,3,-0.280418916,0.649313896,0.829336677,0.855127017,0.767039989,0.47338587,0.555456687,0.457303629,0.476658017,0.53726425,0.879219976,0.866266643,0.752896545
113,3,-0.293897133,0.511926236,0.723352903,0.750077514,0.800308738,0.390379851,0.569221369,0.357920529,0.45794475,0.746143298,0.8104757,0.780718039,0.800825653
114,3,-0.306413108,0.502958119,0.69304078,0.820063454,0.767365831,0.542683449,0.544714429,0.358252788,0.484916874,0.621361816,0.800121398,0.723225676,0.791770261
115,3,-0.310528341,0.55191509,0.725891762,0.840018245,0.72285444,0.412329864,0.566629559,0.467539046,0.490226092,0.838905775,0.765687813,0.747489608,0.746911679
116,3,-0.314626708,0.576728499,0.732206941,0.817534812,0.803478619,0.355705673,0.555059619,0.313538139,0.4924669,0.501345501,0.775635785,0.804553273,0.732829966
117,3,-0.321711822,0.637656661,0.720472238,0.580430349,0.800816655,0.276336723,0.549419158,0.641341893,0.507777293,0.433467583,0.815159273,0.72575706,0.76976977
118,3,-0.33335211,0.595466662,0.733847024,0.644704609,0.616811627,0.296629368,0.574808136,0.381346381,0.43353922,0.766725004,0.868573934,0.738765391,0.754865045
119,3,-0.342854388,0.50426342,0.722498976,0.556757623,0.776610296,0.364977899,0.558040735,0.50908006,0.503221682,0.73130903,0.803076487,0.808689384,0.572817536
120,3,-0.346656074,0.614537401,0.711728809,0.78421721,0.75787074,0.322992172,0.586002475,0.344430882,0.41460074,0.795225265,0.857041588,0.822045916,0.691492304
121,3,-0.347687307,0.613008536,0.826811348,0.759447542,0.808141871,0.408927464,0.539562014,0.571705069,0.484907524,0.669736526,0.87992257,0.888706925,0.805364512
122,3,-0.383416972,0.595894147,0.719352641,0.731403288,0.710419591,0.35106246,0.578682535,0.396782118,0.419522037,0.728882734,0.767510238,0.723206847,0.709876908
123,3,-0.410122779,0.654941052,0.727315258,0.748161553,0.814631318,0.41144847,0.545393737,0.658736233,0.517512378,0.809692558,0.811381262,0.65961895,0.820349657
124,3,-0.412707767,0.607444787,0.711072444,0.75252849,0.789636249,0.524189165,0.566607017,0.314271169,0.429658894,0.695755339,0.878990495,0.475953275,0.798620722
125,3,-0.416823,0.617586878,0.72147928,0.62950262,0.725666176,0.342433976,0.588322813,0.445265589,0.432038835,0.74948996,0.851233317,0.804041582,0.774026675
126,3,-0.420921367,0.641583374,0.732322451,0.601424415,0.824867324,0.312454946,0.5838731,0.54338956,0.41954304,0.700370566,0.816577396,0.820048583,0.768586949
127,3,-0.449149048,0.488244291,0.844715764,0.529400597,0.794887125,0.334723981,0.579749986,0.444212011,0.419199737,0.716320692,0.815667842,0.772943267,0.751014235
128,3,-0.516417436,0.631349782,0.847077035,0.695582819,0.81796028,0.388082455,0.569743102,0.610872652,0.40373114,0.7939146,0.838898741,0.781303044,0.811473556
129,4,0.073203403,0.544164731,0.741866129,0.861161144,0.861161144,0.271438396,0.552047616,0.424473412,0.685091786,0.16841133,0.750438311,0.888794212,0.987474203
130,4,0.069274127,0.562026562,0.805618213,0.529866339,0.879866339,0.281116712,0.595512116,0.406919494,0.679120058,0.192551668,0.755590049,0.674353036,0.973586292
131,4,0.049392755,0.562090448,0.767676914,0.810118628,0.810118628,0.317740768,0.612648221,0.425544402,0.691672955,0.187556043,0.775429896,0.689666487,0.966363569
132,4,0.037271395,0.566661182,0.771611119,0.911533732,0.911533732,0.400129597,0.539192769,0.501242284,0.672626129,0.648214411,0.870728417,0.64569675,0.986635241
133,4,0.033198069,0.578046074,0.774327869,0.854982274,0.854982274,0.313738393,0.562203038,0.431160195,0.662626968,0.140131379,0.857356236,0.835107827,0.984838402
134,4,0.025001303,0.609287183,0.772338056,0.876911345,0.876911345,0.347787741,0.586479151,0.416878427,0.648028639,0.50018462,0.785503197,0.538739235,0.974978133
135,4,-0.069897439,0.61160858,0.79317814,0.903806815,0.903806815,0.293525084,0.546129744,0.539277429,0.669143124,0.468251824,0.840104167,0.9198226,0.981159234
136,4,-0.106767976,0.703237968,0.769326958,0.927808377,0.927808377,0.241036378,0.61385273,0.664366248,0.603503717,0.786249149,0.863643123,0.722399878,0.957811805
137,4,0.04409532,0.542517958,0.739741895,0.638935222,0.909693521,0.359827957,0.547942766,0.427527394,0.680178121,0.57021471,0.852421325,0.896294546,0.920883225
138,4,0.040166041,0.56510612,0.79246444,0.518045946,0.922108086,0.379683597,0.578698225,0.404411765,0.674491141,0.281831121,0.846153846,0.876771607,0.991085358
139,4,0.020284672,0.566838546,0.75450257,0.62635003,0.958369504,0.342354533,0.610022454,0.386992762,0.624748603,0.747985718,0.860599494,0.842136904,0.960168726
140,4,0.008163311,0.574233572,0.768944138,0.546391287,0.947399696,0.352623283,0.531624206,0.342278354,0.592468585,0.752584398,0.851065528,0.5469704,0.923710377
141,4,0.004089985,0.586593015,0.767105389,0.698406427,0.956038494,0.350435719,0.536146234,0.390931771,0.640144028,0.552361053,0.793613247,0.499815284,0.971189932
142,4,-0.004106783,0.610935535,0.757373152,0.557257273,0.914316494,0.327746007,0.558940649,0.521811024,0.62227116,0.810434896,0.83483436,0.929658029,0.936020675
143,4,-0.099005525,0.612337128,0.788237933,0.597133096,0.965636728,0.386294416,0.629647968,0.613033599,0.632273342,0.721709149,0.908147164,0.802293591,0.953455371
144,4,-0.13587606,0.693473947,0.768517058,0.846425667,0.966095409,0.466934387,0.542413381,0.488318096,0.636636812,0.449242208,0.905611764,0.692451476,0.988346026
145,4,0.031875208,0.545089913,0.738245113,0.759736914,0.915231149,0.25930665,0.517526808,0.421508372,0.675849433,0.618783409,0.874620182,0.764338624,0.985600814
146,4,0.02794593,0.558527208,0.787709497,0.858746399,0.922451756,0.412511585,0.560317193,0.511352048,0.617583397,0.61984015,0.82979631,0.731639751,0.956874035
147,4,0.00806456,0.563436617,0.75787562,0.608380282,0.926453863,0.452098815,0.576207452,0.382573344,0.60816919,0.913347183,0.888345618,0.864271805,0.987002409
148,4,-0.0040568,0.572909855,0.772427783,0.373391116,0.956208629,0.372510519,0.58762691,0.439333152,0.584294677,0.849483522,0.909793991,0.482627474,0.977444812
149,4,-0.008130126,0.576007057,0.768070824,0.705773212,0.957002796,0.490168326,0.530745804,0.432675709,0.617701516,0.863002364,0.786962079,0.94405059,0.989329212
150,4,-0.016326894,0.617643749,0.766830933,0.511029156,0.958349714,0.486404221,0.551790205,0.586526477,0.637219775,0.889295591,0.814782524,0.32012983,0.979533274
151,4,-0.111225636,0.624505929,0.780057354,0.426759207,0.961498484,0.268637196,0.505026113,0.529297831,0.56098787,0.85630867,0.853211009,0.613081546,0.980807701
152,4,-0.148096171,0.700660464,0.773514545,0.825589499,0.967159882,0.548450033,0.506604623,0.542912526,0.625344618,0.862006036,0.899418077,0.664031552,0.983332293
153,4,0.031875208,0.552282769,0.72319226,0.698046488,0.929868883,0.247356851,0.515907673,0.375250636,0.643611747,0.138994993,0.844274432,0.812483137,0.964837065
154,4,-0.148096171,0.566599485,0.778076648,0.856527778,0.9773344,0.246981339,0.579603988,0.608863889,0.547288892,0.82623041,0.875303083,0.815148633,0.986308323
155,4,-0.111225636,0.6028547,0.738232522,0.638186066,0.971157434,0.457525534,0.544054301,0.588014851,0.56710659,0.781511028,0.893879976,0.880462014,0.960907945
156,4,-0.016326894,0.675738893,0.753441726,0.266425808,0.970674547,0.33927149,0.540184689,0.472824441,0.615400775,0.884382938,0.890105986,0.407150261,0.980454825
157,4,-0.008130126,0.601937071,0.762908704,0.708760283,0.97006195,0.332853026,0.523459655,0.491687327,0.599321239,0.792548788,0.855486083,0.683360127,0.966345112
158,4,-0.0040568,0.650015967,0.754370009,0.5069795,0.962100782,0.427842856,0.503692101,0.408902351,0.662606152,0.692245882,0.812422531,0.881368943,0.975185295
159,4,0.00806456,0.567945903,0.766166097,0.410841406,0.932878356,0.312352815,0.569357977,0.369048131,0.562706395,0.873144399,0.868831308,0.935822988,0.979523758
160,4,0.02794593,0.643670785,0.757909294,0.813714362,0.936054151,0.302927856,0.548029557,0.519482252,0.641229938,0.640034695,0.833144283,0.529443789,0.955499658
161,4,0.0278348,0.544818086,0.727053492,0.538525694,0.940447077,0.298770045,0.53772562,0.435876018,0.679478712,0.372168285,0.754495488,0.881691204,0.985445554
162,4,-0.15213658,0.590775938,0.782175368,0.902524733,0.97458039,0.398993077,0.520373775,0.495331662,0.596810455,0.762677485,0.907950554,0.863426271,0.981025079
163,4,-0.115266044,0.613332413,0.747633099,0.797339755,0.971509383,0.354126611,0.53669634,0.548817113,0.582514889,0.933828996,0.898495591,0.940711284,0.991717504
164,4,-0.020367302,0.678637936,0.753195538,0.884172882,0.957879859,0.319782422,0.569185834,0.498716809,0.60576434,0.560356383,0.853466693,0.386894313,0.975086906
165,4,-0.012170535,0.610946044,0.769549407,0.401282725,0.963997696,0.313879004,0.527956004,0.439121615,0.662610022,0.462257039,0.748899879,0.587205476,0.976369391
166,4,-0.008097211,0.638323982,0.755705241,0.614224902,0.968221907,0.292140575,0.606150889,0.535823437,0.547064266,0.788153797,0.843313941,0.600155682,0.983600601
167,4,0.00402415,0.579949239,0.77223688,0.626828828,0.943341242,0.334085779,0.601365728,0.375372151,0.579925878,0.351620512,0.794937933,0.432617349,0.958850613
168,4,0.023905521,0.648704958,0.753933784,0.306142854,0.945579059,0.306060606,0.572888711,0.407895088,0.613095494,0.50744091,0.766454034,0.442350972,0.984590256
169,4,0.0278348,0.561442826,0.724675578,0.718948774,0.940421664,0.378876731,0.544482627,0.543224341,0.613365206,0.797622138,0.825906421,0.845309281,0.974657482
170,4,0.023905521,0.583367484,0.78553478,0.901419587,0.945776249,0.314368517,0.582858445,0.438501201,0.626748072,0.422284644,0.86954127,0.733929529,0.958016543
171,4,0.00402415,0.593509945,0.748166019,0.702533888,0.946354078,0.33490566,0.597312784,0.533408991,0.561117111,0.891240506,0.932888024,0.482110961,0.951951689
172,4,-0.008097211,0.604043055,0.761219306,0.715904544,0.962968767,0.308620957,0.600575678,0.495667731,0.579060547,0.761907249,0.86230441,0.577439851,0.984634651
173,4,-0.012170535,0.60790358,0.762262834,0.3955586,0.969225171,0.308882015,0.546578947,0.49474197,0.614066321,0.473083869,0.801402442,0.339604737,0.967949684
174,4,-0.020367302,0.633921388,0.765271054,0.412998726,0.970316098,0.329771352,0.536676005,0.469545251,0.691536019,0.392190711,0.848310568,0.489027059,0.961388013
175,4,-0.115266044,0.660532846,0.776450279,0.43715572,0.971145506,0.346318036,0.576173417,0.592265795,0.605054824,0.950166989,0.894986299,0.513257012,0.985144013
176,4,-0.15213658,0.704260761,0.75255317,0.416786267,0.97643066,0.37099359,0.529600489,0.466427295,0.564513281,0.799637353,0.916254026,0.888180208,0.993400964
177,4,0.015810606,0.573653658,0.739400998,0.817301875,0.949052133,0.285072067,0.537130589,0.376791766,0.618985944,0.356622712,0.886597048,0.778670482,0.969900336
178,4,0.011881328,0.586074268,0.794330061,0.927922745,0.951578761,0.403791051,0.563893605,0.36528575,0.599403022,0.76287302,0.846346555,0.543545913,0.96900165
179,4,-0.008000042,0.590302735,0.76067715,0.907931286,0.951861161,0.44637224,0.585485613,0.638002938,0.549793506,0.32507429,0.774730566,0.887184035,0.990373989
180,4,-0.020121402,0.619049568,0.772982169,0.919887661,0.96852932,0.397876858,0.506093433,0.489346379,0.698122497,0.824126984,0.865874159,0.654043109,0.975684979
181,4,-0.024194728,0.627881077,0.77776334,0.824750326,0.973496472,0.367899567,0.521603361,0.655343662,0.682759291,0.76552358,0.875559344,0.901953888,0.984599078
182,4,-0.032391496,0.63247032,0.771742227,0.787511447,0.97379813,0.329992204,0.600610483,0.599590941,0.570046175,0.623117338,0.797453924,0.243313172,0.979792908
183,4,-0.127290238,0.634636323,0.789064872,0.799328859,0.977935202,0.468673219,0.563498282,0.650208962,0.582896529,0.950856855,0.909576427,0.853450837,0.984361525
184,4,-0.164160773,0.73992303,0.775430406,0.833269946,0.97991778,0.545938748,0.529856959,0.583133584,0.539202707,0.737472,0.936939809,0.875702021,0.992094122
185,4,-0.015564517,0.600193761,0.734282052,0.653415042,0.982548622,0.277320614,0.52960041,0.432850486,0.622224292,0.893864718,0.814722276,0.549797418,0.980584613
186,4,-0.019493794,0.604773077,0.788545507,0.870597443,0.983341594,0.31884984,0.569928264,0.451898921,0.593726739,0.721083531,0.830464619,0.621368048,0.974322102
187,4,-0.039375165,0.610608524,0.754449105,0.716173913,0.98634457,0.325039325,0.58759505,0.549893796,0.541396759,0.615947612,0.823266695,0.674807219,0.977809583
188,4,-0.051496526,0.61504065,0.76521685,0.83522158,0.966829221,0.288098318,0.59675707,0.535940161,0.555570132,0.843678536,0.909627444,0.670421318,0.989469965
189,4,-0.055569852,0.636281994,0.773776858,0.319799067,0.968499394,0.344401935,0.544471712,0.395849305,0.591000545,0.851555282,0.891648556,0.343000819,0.991143149
190,4,-0.063766617,0.63938028,0.765265425,0.574636287,0.970903855,0.331882165,0.560137037,0.5986129,0.611700197,0.667790894,0.844094488,0.912840349,0.984260867
191,4,-0.158665359,0.660714574,0.783363825,0.59621444,0.978379457,0.298657059,0.523030861,0.547157191,0.539568521,0.622731941,0.915695772,0.491042224,0.984273605
192,4,-0.195535897,0.790561999,0.765145611,0.241778205,0.981728048,0.412394186,0.520974707,0.593828157,0.526468682,0.577442048,0.939276099,0.828309653,0.988279698
